Date,h0,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23
2017-01-14,26.204580356218187,25.759786375982742,25.60959717588118,26.027333319029687,25.643498181995504,26.21479298520987,27.438705315041897,30.51443799916623,32.55898716683613,34.032181020063696,34.60000400831694,32.744637398703695,29.139250386073364,27.731296929436233,26.60665082915498,26.175500595256757,28.51378360495242,36.77764887806684,35.45777498745442,35.10443565693513,35.31785342275171,32.5005755426075,27.366577475439648,25.450845779549688
2017-01-15,24.457804351945065,23.472991753554606,22.97883605015314,23.010841707330545,22.78883182538215,22.822966804477062,23.713807622707208,25.736809602488478,26.888228508328982,28.26757566849709,27.810171402838126,26.609855346440856,24.706618894657172,23.159993634956702,22.662855749329843,23.071840439578267,26.892141661395975,35.443631137408296,35.86492931080593,35.719844914092846,34.49060291316608,31.511772443470687,27.41271773922249,24.842036190647477
2017-01-16,22.415132073118635,22.240694880793484,22.25233957349327,22.43111542286477,22.57806233864692,24.641962601404156,31.532888230349307,37.71596260360825,36.002027987362474,35.7174265954486,35.20583867197275,33.957768300161156,32.2348953382293,31.203069892441704,30.843855949460618,30.803912965333407,32.72432458729682,41.488772763645365,38.730813599595635,37.28484565761173,34.415309916686034,30.352940070902537,25.223541137225205,22.828551178163107
2017-01-17,21.356159841373383,20.700986867554825,19.757142653081733,19.845963535706836,19.886523416169553,21.476746169969164,27.392720086331753,29.483089860186148,29.131872783364077,29.486731031348956,30.55593510295424,30.0948106539888,27.967072671575174,26.29417059020792,24.08786720831954,23.580961639897154,24.641802187491248,33.34050607515883,32.23737969963275,32.04193448228618,27.313913525313282,24.999027304464803,21.223377064638793,21.281699345735568
2017-01-18,21.066854983424044,20.072086370613913,19.335254226731955,19.202160345375354,20.112287611472613,21.992614828048396,28.689323354848202,30.780330387434024,30.1426135319636,30.376122847822568,30.653143361581158,29.96753033096702,28.50334772192874,27.580217068851887,26.917490643798516,26.720602222788198,28.649459987504436,37.302403800510504,37.649001811278126,35.99044377985836,32.472093439965676,28.493953445622566,25.253147029625953,23.570067508231475
2017-01-19,21.97511742177463,20.98614671924386,19.695171510286006,19.587534332648808,19.944098911778326,21.959683862249197,29.947521124550036,34.98410612997837,32.53746070973008,31.374065707776946,31.001653055682258,29.894279350648745,27.326525313289856,25.313655878455247,24.382304045770123,24.05828528967529,25.870147426387945,35.38210932083041,35.08780737886106,33.76865699784399,31.693050882996122,28.377753035996633,24.412599791336778,23.248322428696362
2017-01-20,21.56339007598747,20.295569431163507,19.146316289225894,19.03117915702931,19.361940721254594,20.679311143519715,27.487597713474607,33.57193352075922,32.085830695069355,32.01868978473971,31.19313247000482,29.727618761872627,27.13562922106411,25.75936711265804,25.144457134691397,24.553600694739533,25.518389534398963,35.63709147633827,34.25037013300062,31.473389740555124,28.08608361673763,25.34642400920707,24.053779620120267,23.06684712303022
2017-01-21,21.316629814251435,20.300044522963734,19.440627183925862,18.934077356167847,18.863870378221566,18.39663904060513,20.489763304700677,22.38741251142432,25.877503040629417,27.138810567959002,26.730868517112263,24.881257188253183,20.7267452062997,18.08666013498551,17.83692206393791,17.668149170837296,19.49808327976737,28.496485742063783,29.585803381345443,28.223021193188767,25.826595997735243,21.169448633845597,21.185052478442078,20.570832634392907
2017-01-22,20.098940494447426,19.305861345880327,18.207522277772075,17.91646143424945,17.88318193530426,18.053632814770587,16.791650767989186,16.680356933282237,20.476546585619634,21.661034797511014,21.643792920904282,21.802805650720877,21.205946754739145,20.45985630777784,20.529728030731803,20.819177831111674,21.882546579733543,31.66342904772577,31.9341597460375,30.558418267921077,28.32498262338956,25.064411646543228,22.56078608552449,21.066568696927096
2017-01-23,19.53975482481857,19.453273746519525,19.026314848844173,19.296532210969552,20.002905932830945,21.692289788209607,26.007320162116805,28.19357318142317,28.995569224734776,30.411770487498455,31.79782770651922,31.463046015895728,29.931771942706714,29.43131454113762,28.52006720684396,28.819398055564665,30.540668100387958,39.46844799797975,37.31964951864033,34.72431663729488,31.502233399671873,28.25916228247543,24.87883435498728,21.965694477458513
2017-01-24,21.981392803305972,21.790317479974377,21.650159940905922,22.013674597858834,22.614555011224056,24.1875521531664,29.20607066528057,31.646976503151343,31.45811762704707,32.186975722669494,32.51575110882232,31.723852664309092,29.859700531125977,29.35543695795333,29.110536322922446,29.017411526348518,30.59596644244828,38.08070459490581,37.09144492872848,35.63843457887687,33.78618190813535,30.308076599196806,25.719208066645567,23.776654893351203
2017-01-25,21.778770225915768,21.413912396806126,20.803777025997057,20.94988465449269,21.482507423527622,22.89873597100889,29.652274270232816,32.54832940744074,29.927991672374453,30.426470730945383,29.551583277374625,27.722250061627264,25.94727073180527,25.16153435819285,24.795704931324334,24.898582886869352,25.960040179220456,35.257827039603754,33.87691840624362,31.654860256921488,27.886286300857044,26.17756920742405,23.9421205493038,22.735941948396846
2017-01-26,20.71985397935827,20.159019084647618,19.684500624378103,19.593716983878917,20.10983255455152,22.278312431764363,30.366266526768758,32.79011228143818,31.838286398246336,31.71125293218987,31.719006789367736,30.794977178288104,28.887283872379008,27.410950373401377,26.618574172181226,26.931750135254966,28.89942811273285,39.10565420272746,38.79195077235998,36.5490573910011,34.51129053498162,30.53372825712909,26.80901928131449,24.46195766612728
2017-01-27,22.680576254893733,22.598462636051128,22.454590881718048,23.12719634563819,23.263154234240087,25.031390382611818,32.34083516386016,35.43578634212812,34.11899147488257,34.12862018028142,34.2362608873347,33.33508923411741,30.875753649530452,29.431744287933103,28.54639362781391,28.206735763892645,29.002736336598367,38.323700797332314,38.77705646918316,36.45605602583824,35.589737561000206,31.555286264383977,28.07972089385311,25.45304910995915
2017-01-28,24.398855263140756,23.842134434022913,23.860818953557906,23.859916779473995,23.906533700404196,24.844661399821653,28.572476328325134,31.192046428485288,31.32408605024432,32.33495375556302,32.18921672081071,30.779483646943863,28.88337971308348,27.443897600330924,26.15804692449023,25.441704285138336,26.84031543003651,35.83490747798563,36.047357729382085,34.05670771518015,31.953831785197607,29.21102934339155,26.670319572881755,24.73974771903934
2017-01-29,21.795096432498696,21.267466078614163,20.87349061481813,20.49307310488098,20.403840363481912,20.77204860211384,20.5469585392148,20.665180649708287,22.572475552059295,24.033024539486508,24.00161288118121,23.472319917574445,24.138366496220463,24.03909692703251,23.816410298636683,24.180770592983073,26.4099562275507,33.58054829252604,34.348868342976104,34.40452608093873,33.56168448768018,28.784252622252833,25.585980796643558,23.22725399637747
2017-01-30,21.072217757869506,20.61614555743875,20.522579877588882,20.90980506019001,21.261560349621288,22.975784182594488,27.800009777891656,30.93696331139385,30.235643078681253,30.809976244800506,31.61806548449242,31.17413707080631,30.32507644550852,29.688878311559037,28.860386977478868,28.441338334891796,29.555542067541943,36.34246455876087,36.81731766274372,35.46595220620217,34.44504202711579,30.111695337594313,26.023439855001563,23.984460834798416
2017-01-31,21.828592275216913,21.27890244459869,20.96495521801587,20.786143617254286,21.394152761431204,22.81920921959443,30.626758224949295,33.86540107754657,31.263860049855058,30.545108131358585,29.866622749790807,28.40714830722853,25.48547559029796,24.159645017941028,23.238657932539546,22.554253884673955,23.396090771031332,30.46800863443345,29.91322683612393,27.123251826226745,25.447763516143908,22.969943540569588,21.361155837955884,20.64797539759863
2017-02-01,20.221555347928838,20.092045895707322,19.907476531275698,19.70181452712635,20.51263122140217,21.874578720029756,28.156429043146172,30.127784067393588,28.717678615766875,28.59908490330136,28.180826090240707,26.68617847968041,25.15205261827045,24.61162509950436,24.545245584718007,24.651999371499763,26.044557545761045,32.580985338426856,32.70718133323078,31.653606813166903,30.070923317941286,26.565776619138095,23.724034491703467,21.887100345274295
2017-02-02,19.774519138601427,19.72438260170008,19.074387585279258,18.915233368748186,19.2611641547568,20.800320525142855,27.434088972722442,30.656930026355653,28.895752093160507,29.04903040449115,29.707630467764382,29.27900605843401,28.303697569391787,27.706161654440148,27.338814747668835,27.35967556804769,28.81613662403577,35.61600036885816,37.038429670835484,35.72727054329522,34.566460794592324,30.439070185615712,26.322719447511588,23.928518604547236
2017-02-03,22.336717723536985,21.71327388759073,21.22857550281288,21.16287640328794,21.298738281029735,23.330806130664936,32.10083203593822,37.97767353150682,33.378600785409695,32.319822872319314,32.40921004945597,30.96682127162381,29.033620828670493,28.013660031928538,27.004516888781467,26.46967184102645,27.09658805464661,34.281862114492725,36.4078435562056,34.67998570788951,33.11983007436202,30.001373791448067,26.872204074435185,24.834064399243484
2017-02-04,23.71461099791579,22.954371759880182,22.523009927740926,22.293304155324183,22.370896622041286,22.95443572485706,25.723808422031375,27.45205398788237,28.662434414302005,30.060192626241484,29.563453582451725,27.39763159893712,24.930810179050475,23.01984775584114,21.71624861101155,20.59090918785171,20.969782710624948,25.450899988336428,29.26011925682946,27.73933172595288,26.504800974520265,25.393588679917787,24.359962645336417,23.11081709770589
2017-02-05,21.561824331224337,20.532132498668492,19.84324742598924,19.336205458728962,18.732816468595903,18.741231117342018,19.1221223111468,20.316734924026065,21.473975209146232,21.991724671419753,19.84571466257949,17.36529882876564,17.631786270785497,17.357997284617902,16.413279656698798,15.666643471025449,15.892829102287834,17.55724460445833,24.185786982133763,22.790328499196033,20.634704633844514,19.254833100576555,20.294568365454694,19.535306444282238
2017-02-06,18.55933166505527,17.986519653076,17.75324360672844,18.256430477093307,18.68096969835709,19.786514765664762,25.27466905739523,27.84959849826738,27.58544444970261,27.704701178425122,28.037656507709514,26.54479104652991,25.4491029026451,24.393556683551985,23.72924029458847,23.034235148807646,23.393796502297583,28.20915288149704,28.824180533944094,27.81259877441896,25.048392105048435,23.039514061513646,21.23287447835038,19.944036372487474
2017-02-07,19.110604692210458,18.256040309004717,17.404571658355767,17.16102005700754,17.79735917449487,19.738011687910415,27.184081093187196,29.813098957908693,27.985709882905326,27.136182962822502,26.879934122372347,25.786737407325134,24.222833289672487,23.43372871860561,22.243846132193095,21.25181386774465,22.25544763368528,25.113637164271093,26.607573055027792,24.647704247455792,20.8776306162016,19.813333315224263,19.092056818087194,18.936865429938308
2017-02-08,18.992670972125882,18.817030276852062,18.136466705486832,18.24330172862382,19.20169139304865,20.858868952491985,26.801583959067557,27.22385375479569,27.30040635729943,28.396117046917293,30.09278992409835,30.3049940681491,29.61941102792279,29.13253242517537,28.716896587612194,27.950374534479696,29.04195330332494,35.073132367586474,36.03759702380397,34.55450104586803,34.14643775725959,29.439099932318094,24.48019487511194,22.217716118148203
2017-02-09,21.456751608671,21.173068070053684,21.319195820760555,21.595429339433224,22.544427529105533,24.55339234158424,32.017897993327885,36.64110683497313,33.66454308673364,33.76061053797307,34.118730567530086,33.29398026207174,32.11578315788692,31.261463557755,30.95758030343552,30.820985015476534,33.18386185636241,42.37255217395423,46.195235009057825,43.36966235952374,42.24186619761935,37.00045950539484,30.106233661460895,26.451321539447918
2017-02-10,26.278125992422133,25.63682815804817,25.627646943647083,26.03666304480135,26.02059029723455,27.459696201634774,36.12856750540633,43.6331606106427,37.82087729313136,35.91392263445189,34.387287315778096,32.37220287016951,29.72433524985596,27.819151133815968,26.51202889320216,25.264801671320164,24.325888340448916,29.345960914700573,33.58044025812798,31.209042566347147,29.289828714160958,28.753909528674487,27.470746510498433,25.269042468677267
2017-02-11,21.936390731484707,20.99301958682943,20.09733322436496,19.252785728884422,19.31216297845764,20.2927060978286,23.026549491728108,24.85167851464405,26.086945190554577,26.734849551812143,24.86841013331425,21.06108123565228,18.566782158033167,16.29649842158849,13.959721635175981,12.768253291031911,11.238090447848663,10.600415856407881,20.46636366621906,16.628873226575664,11.35713743907554,15.84785614591536,19.324778667466635,18.477886970066297
2017-02-12,17.128721765752204,16.013965562001008,15.526918510847263,15.371446819777564,14.996157678275532,14.784635587883042,12.465421047001156,12.851799019662334,17.656252141169666,20.023863360280814,21.501557341892372,21.90692941653061,23.086280721476093,23.240439720584227,22.716885363736115,22.919635028356495,24.155302531800054,27.617651619679734,29.513691391119302,29.10559690401537,28.5537446995922,24.799903435901022,22.375895561942908,20.400381073128184
2017-02-13,20.36867209075324,19.58453594884581,19.645163416525488,19.91636004372913,21.102232980645226,23.855565787727944,30.497535304826208,32.34665791909681,31.08126454760062,31.18236250408226,31.553173864608244,30.63621059171559,29.291787449731267,28.004494951433202,26.50755339354906,25.957532437951347,27.273882815336172,34.20291876149897,36.87668992010118,35.92671957027742,34.155570760601336,30.295262615447246,25.643431004840615,22.77144985354661
2017-02-14,22.074531018976284,21.675448689350162,21.63923157899917,21.80934997909041,22.455896623207007,23.991909965845892,31.18516741415755,34.33018923634537,30.902643100919427,29.80156382242541,28.88820775646373,27.394499762781052,26.04921556029792,24.919657819995663,24.32143959422069,23.524385909445062,23.754372403652894,27.373880259597563,31.020245986843797,29.428054537359476,27.981123873405682,25.62183758448782,22.583747229069907,21.615283780576554
2017-02-15,21.01489921654219,20.334099576300286,20.152357411552032,20.21636096860952,21.177863841468294,23.5787312600528,31.64215234338758,35.06019435537185,32.48319883720895,32.38130695715741,32.17722379502442,31.155215772249406,29.995033486737967,29.985168706290466,29.6687617697118,29.728946504561105,31.001325548412744,36.33412340590923,40.3521902322743,38.754206914176876,37.16990636475508,32.367702518160044,27.367166933977604,24.905165886147987
2017-02-16,23.11821411403578,22.338973183057053,22.122419229915767,22.385376573232428,22.86774697014055,24.94256837997484,33.57904547283637,36.68563450678217,32.76167373131188,32.68613645220255,32.25659788459149,31.593615642754624,29.82129005982964,29.092940996395804,28.404380341263433,27.369208620465674,28.270677665631137,33.608457922520124,37.852009415879294,35.649235484408486,35.05345547613446,31.04714738182745,26.336812292924265,24.66371272947172
2017-02-17,23.517233008378756,22.443805639259843,21.805665637226156,21.60958750437594,22.24847596271271,24.481579266439407,33.72196609112188,36.7321334323811,33.25854764815272,31.73066408693074,30.365535424547215,27.20462876852678,23.777627927487757,21.82583928648966,20.423942200937436,19.081459395370697,19.099441898202357,19.987110501672426,28.48734111985377,25.72188106505205,24.896873289533563,23.113126188199125,22.494669221970376,21.12669071077273
2017-02-18,20.023136186237817,19.347038426780514,18.65507609087201,18.127686767047003,18.241916098815754,18.44928898351242,21.707008467008734,22.682650466835074,23.103919329023583,22.731597447244766,20.79662460619737,18.603869930571875,18.062440519357438,16.180223277704815,15.842107032632548,14.893600345741035,13.911651370206137,13.72582123510723,22.905139490911612,20.277518780136813,16.50060027558674,15.771707375599382,16.498507065418956,16.410952938969135
2017-02-19,17.29515811337775,15.946870096448016,15.567100841277398,15.305280803926532,15.54008579187624,15.936086813574114,15.368851781436891,12.551687689704229,16.0925124882609,16.420571108249085,17.35699063703354,18.244305837134863,19.5908551526011,19.71941409127748,19.297237367730585,18.779593103918437,19.13053625166569,21.360289961050043,25.912093089574498,25.656720848696743,23.750260916073366,20.2444738581492,19.126006343190806,16.99737210138129
2017-02-20,18.76388336666355,18.369593162090187,18.244542085509746,18.306358733994298,19.283863134232927,21.849346582787653,29.11116323906087,31.240173885509662,30.107569423234978,30.326599903472832,30.706429284058636,30.222375173522874,29.521043959994422,28.702308371052958,27.588159667643012,26.802521888272643,28.296813960773587,34.285820900562534,36.74753078594559,34.14573574324788,31.746266248353077,27.881387390033865,23.823415255141203,21.18499815461309
2017-02-21,18.783507556907352,18.304543576828248,17.85004734414236,17.619646570157542,18.098377230177974,20.004087027682143,27.5215160143911,32.48190459440562,31.144052321595918,30.28685058917279,29.89504858632091,28.197371830041746,26.76940590669834,26.052171135528784,25.598455199394568,25.006569686788495,26.438678028100412,31.348920632100644,33.92119387280503,31.3070565842733,30.067731979560328,26.45457833275031,22.241728344613556,20.373071573809444
2017-02-22,16.946382556284476,16.350424353465755,15.608613053446067,15.548443837684838,16.189159307635432,18.63517341482243,25.63843465324381,29.681133974942988,28.081972363317014,27.649365938314176,27.65260095265703,25.538072864011216,24.906611091995124,24.2821929082262,23.3554844447942,22.88954118390368,24.23571356530168,28.035733424057042,31.89163267649602,29.571447880026774,25.996181167100175,22.253732048120597,19.624392491534966,18.325822326526385
2017-02-23,16.07876264704685,14.831510768274939,13.444959717054369,13.444525406208118,14.146395724837895,16.11904418267131,22.48579907036524,25.127883777034942,25.027432905691178,25.071861065362132,25.412731699566557,24.143958586938012,22.722706146779267,21.374193590033958,20.451824555116836,20.017440115210658,20.480793718921355,23.880485653270235,29.344325381299882,26.757776794066608,25.290602465178885,22.25158471791717,20.004303645155716,18.33366173545884
2017-02-24,16.607230496519207,16.149824151972872,15.485415293723182,15.398328812398512,16.216011590844076,17.661635852688317,24.61595457431602,26.735634003108984,25.966204964239633,26.25019521908115,26.98027622034872,25.531459953655734,24.336655472631435,23.157728749704255,22.173024361806455,21.326910469435184,21.40747668538944,23.098282400604013,28.42134290618299,25.69937313985669,23.680094022044894,19.25048829647072,19.315680782027027,17.624364706547
2017-02-25,18.481332016750446,18.08744546464645,17.785007057359056,17.52052479317815,18.140464841531422,19.04752634835493,20.823201229634787,21.056137017824575,24.2248893794149,26.20556348338132,27.576232997036016,26.69695951369256,25.228985126425705,24.372767631353256,24.103664981122584,23.48254284135213,24.149031836149547,28.147203506329717,32.75510850989081,32.77195982488578,31.77486258282754,27.849831880145643,24.035377540224054,21.91634871624743
2017-02-26,21.292945687786553,20.80159128105865,20.658503836434893,20.674984532974282,21.085192355010555,21.917905679775853,24.641405795915794,26.060549395286028,26.191852629782673,26.644731155625454,26.707380722352433,24.859647338598908,23.71768376519816,22.40025642737016,21.54698369046941,20.95843918648559,22.51147925323223,28.944601540403553,34.32517954769515,34.98075095022286,32.636668472874945,28.688960493844842,24.714302359195912,22.20885737294143
2017-02-27,21.10688900340679,20.730901546428615,20.596119490147437,20.802465151096833,21.34071145045226,23.996244885881143,31.632725800446597,35.87839609019889,32.04902253192695,31.57067266740807,31.45455202808402,29.419155716051588,27.813261398997554,26.778860657444454,25.96280001184701,24.831629234983993,25.757758354905846,29.62365834663374,33.76825962486539,33.01820410492777,29.95275880103651,26.474389364744468,22.42419649392363,20.419780341701337
2017-02-28,18.482640305292094,17.834913114337823,17.454321044707793,17.070229603529008,18.13375779819388,21.103276043117727,29.26615750316179,31.11235884627224,29.21989201570638,29.08676019245925,29.377661060691416,28.068212555100008,26.548330242691808,24.92503113531235,23.4477068219875,22.437706038446393,23.00070350409768,25.476918182246212,30.185427149454302,30.044857037020506,27.019870543479236,22.580778595319558,19.314676028646222,18.014377057276818
2017-03-01,17.169776713890272,16.34177776168345,15.724041391093735,15.48197034203919,16.519532888145775,18.195500417514417,25.206346854594162,26.45272641552075,26.90237091636284,27.794572624604122,28.872823375885744,28.696546488123627,28.506168714748267,27.654310337262135,27.100089492702065,26.51155421770379,27.25289367893108,28.770745838789153,33.51999383325059,32.83521816995583,29.44127771583494,26.324585642197412,22.00515729315101,19.67218536924002
2017-03-02,19.684237919253434,19.341301887887894,18.933305114697117,18.682598670557677,19.81360330410848,21.927519702973097,29.8815873385863,31.04976078569136,29.972563825604308,30.57687220524315,31.093538476549178,29.992913050295492,28.992246029251096,27.725326314996522,26.843707617940996,26.4914302066109,27.270178480941894,32.257678355647364,37.75440302111791,38.30280507415367,35.699791497207876,31.025642259954797,25.86923236063939,22.90456479055024
2017-03-03,22.201206077561867,21.918281782259577,21.805935490110745,22.041044239955152,22.83775326956442,25.395751032292893,35.845115039781405,42.511702275799486,36.6876475046824,35.5286387448069,34.914402282340454,32.73119409298487,30.961755693685042,30.128210876709886,29.356011427798897,28.277844903103713,29.017710635248065,34.52652779250989,39.50764126803222,38.58030051395512,38.69708237762697,34.35747961063996,28.49665678769487,25.527767873255037
2017-03-04,24.151226945201397,23.53559811176801,23.38785196130557,23.119024519668432,23.08670300303063,24.44927295055118,29.186284875934554,32.54241184390193,32.24766276371733,33.12063763994547,32.2952214473526,30.07842256318597,27.603786982772142,26.68106328672158,26.032651810485973,25.37926042411805,26.35762464010027,30.15391003707594,35.93798346032118,34.67618348038147,33.54521344967558,30.14081900564263,26.593162757078908,23.6890634648373
2017-03-05,23.76323841240547,22.587267833074215,22.084580298430296,21.744863079783887,21.40693557623199,22.666423692587284,26.898004081567798,29.287804623625924,29.008727774704575,28.98940640987608,27.39430330581378,24.708042183983448,23.29411263471402,23.15480992496839,22.385456225056018,21.417884372724302,22.42546151372253,26.707994454679657,33.22061050663387,33.84663069182297,33.216959194454425,28.279363875038673,23.59353420839092,21.22802908243536
